session,seconds,value,source_file
NoSoundCue,24048.284992000001,"Poke: {Success=True, ChosenPort=15, CorrectPort=15-}",ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24048.285983999998,Reward at 15,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24048.286975999999,Pump ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24048.538976,Performing inner rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24048.540991999998,Rotations complete,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24048.556992000002,Mask Sound ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24048.557983999999,NosePokes & CueTone OFF,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24048.565503999998,Start Trial,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24048.565503999998,Rotating nosepoke,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24048.565984000001,Start mismatch rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24049.588,Performing outer rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24050.603999999999,Target zone available (X Y : 810 545 - Radius : 250),ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24056.964992000001,Target zone triggered,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24056.965983999999,Await poke - Cue Tone ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24059.863487999999,"Poke: {Success=True, ChosenPort=15, CorrectPort=15-}",ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24059.864000000001,Reward at 15,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24059.864991999999,Pump ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24060.132000000001,Performing inner rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24060.133984,Rotations complete,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24060.148991999999,Mask Sound ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24060.149984,NosePokes & CueTone OFF,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24060.154976000002,Start Trial,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24060.155488,Rotating nosepoke,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24060.156992,Start mismatch rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24061.171999999999,Performing outer rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24068.432991999998,Target zone available (X Y : 825 489 - Radius : 150),ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24075.414976,Target zone triggered,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24075.416000000001,Await poke - Cue Tone ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24075.416991999999,NosePokesLED ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24077.254976,"Poke: {Success=True, ChosenPort=15, CorrectPort=15-}",ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24077.256991999999,Reward at 15,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24077.256991999999,Pump ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24077.531999999999,Performing inner rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24077.533984000002,Rotations complete,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24077.549984000001,Mask Sound ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24077.550975999999,NosePokes & CueTone OFF,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24077.556,Start Trial,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24077.556,Rotating nosepoke,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24077.556992000002,Start mismatch rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24078.560991999999,Performing outer rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24079.569984000002,Target zone available (X Y : 810 545 - Radius : 200),ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24086.564992,Target zone triggered,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24086.565984000001,Await poke - Cue Tone ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24094.455999999998,"Poke: {Success=True, ChosenPort=15, CorrectPort=15-}",ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24094.456991999999,Reward at 15,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24094.457984000001,Pump ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24094.712,Performing inner rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24094.712992000001,Rotations complete,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24094.748,Mask Sound ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24094.748992000001,NosePokes & CueTone OFF,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24094.753983999999,Start Trial,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24094.753983999999,Rotating nosepoke,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24094.754976,Start mismatch rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24095.768992000001,Performing outer rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24102.601984000001,Target zone available (X Y : 1015 641 - Radius : 150),ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24105.714975999999,Target zone triggered,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24105.714975999999,Await poke - Cue Tone ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24105.716992000001,NosePokesLED ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24108.409984000002,"Poke: {Success=True, ChosenPort=15, CorrectPort=15-}",ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24108.410975999999,Reward at 15,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24108.412,Pump ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24108.68,Performing inner rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24108.681983999999,Rotations complete,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24108.697983999999,Mask Sound ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24108.699071999999,NosePokes & CueTone OFF,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24108.70448,Start Trial,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24108.70448,Rotating nosepoke,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24108.704991999999,Start mismatch rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24109.714975999999,Performing outer rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24110.732,Target zone available (X Y : 810 545 - Radius : 300),ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24114.114976000001,Target zone triggered,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24114.116000000002,Await poke - Cue Tone ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24119.124992000001,"Poke: {Success=False, ChosenPort=-1, CorrectPort=15-}",ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24119.125983999998,No reward at 15-,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24119.125983999998,Performing inner rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24119.128000000001,Rotations complete,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24119.144992000001,Mask Sound ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24119.145983999999,NosePokes & CueTone OFF,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24119.150976000001,Start Trial,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24119.150976000001,Rotating nosepoke,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24119.152991999999,Start mismatch rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24120.166976,Performing outer rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24121.184000000001,Target zone available (X Y : 810 545 - Radius : 300),ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24121.213984000002,Target zone triggered,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24121.214975999999,Await poke - Cue Tone ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24125.285983999998,"Poke: {Success=True, ChosenPort=15, CorrectPort=15-}",ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24125.288,Reward at 15,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24125.288,Pump ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24125.562976000001,Performing inner rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24125.563999999998,Rotations complete,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24125.582976000002,Mask Sound ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24125.584992,NosePokes & CueTone OFF,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24125.590496000001,Start Trial,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24125.590496000001,Rotating nosepoke,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24125.592000000001,Start mismatch rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24126.596000000001,Performing outer rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24127.599168000001,Target zone available (X Y : 810 545 - Radius : 300),ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24133.063999999998,Target zone triggered,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24133.065984000001,Await poke - Cue Tone ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24134.657984000001,"Poke: {Success=True, ChosenPort=15, CorrectPort=15-}",ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24134.66,Reward at 15,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24134.662976,Pump ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24134.919999999998,Performing inner rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24134.921984000001,Rotations complete,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24134.941984000001,Mask Sound ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24134.944,NosePokes & CueTone OFF,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24134.949216000001,Start Trial,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24134.949216000001,Rotating nosepoke,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24134.950976,Start mismatch rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24135.960992,Performing outer rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24136.968000000001,Target zone available (X Y : 810 545 - Radius : 300),ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24142.565984000001,Target zone triggered,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24142.566975999998,Await poke - Cue Tone ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24145.562976000001,"Poke: {Success=True, ChosenPort=15, CorrectPort=15-}",ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24145.563999999998,Reward at 15,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24145.565984000001,Pump ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24145.820992000001,Performing inner rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24145.821983999998,Rotations complete,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24145.836992,Mask Sound ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24145.838975999999,NosePokes & CueTone OFF,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24145.844000000001,Start Trial,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24145.844000000001,Rotating nosepoke,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24145.844991999998,Start mismatch rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24146.848000000002,Performing outer rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24147.853984000001,Target zone available (X Y : 810 545 - Radius : 300),ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24149.714975999999,Target zone triggered,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24149.716,Await poke - Cue Tone ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24150.77648,"Poke: {Success=True, ChosenPort=15, CorrectPort=15-}",ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24150.776991999999,Reward at 15,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24150.777984,Pump ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24151.040991999998,Performing inner rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24151.042976000001,Rotations complete,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24151.057983999999,Mask Sound ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24151.058976,NosePokes & CueTone OFF,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24151.064992,Start Trial,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24151.064992,Rotating nosepoke,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24151.073983999999,Start mismatch rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24152.080000000002,Performing outer rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24158.244992,Target zone available (X Y : 706 698 - Radius : 150),ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24164.914976,Target zone triggered,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24164.916991999999,Await poke - Cue Tone ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24168.181504,"Poke: {Success=True, ChosenPort=15, CorrectPort=15-}",ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24168.182976,Reward at 15,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24168.182976,Pump ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24168.449983999999,Performing inner rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24168.450976,Rotations complete,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24168.468000000001,Mask Sound ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24168.468991999998,NosePokes & CueTone OFF,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24168.474495999999,Start Trial,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24168.474495999999,Rotating nosepoke,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24168.474976000001,Start mismatch rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24169.472000000002,Performing outer rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24175.462975999999,Target zone available (X Y : 552 578 - Radius : 150),ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24217.964992000001,Target zone triggered,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24217.965983999999,Await poke - Cue Tone ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24220.696223999999,"Poke: {Success=False, ChosenPort=0, CorrectPort=15-}",ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24220.696223999999,No reward at 15-,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24220.696223999999,Performing inner rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24220.696223999999,Rotations complete,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24220.718976,Mask Sound ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24220.720000000001,NosePokes & CueTone OFF,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24220.725503999998,Start Trial,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24220.725503999998,Rotating nosepoke,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24220.725984000001,Start mismatch rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24221.727999999999,Performing outer rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24227.795999999998,Target zone available (X Y : 852 341 - Radius : 150),ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24227.816992,Target zone triggered,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24227.817984000001,Await poke - Cue Tone ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24231.027999999998,"Poke: {Success=True, ChosenPort=15, CorrectPort=15-}",ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24231.028992,Reward at 15,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24231.030975999998,Pump ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24231.285983999998,Performing inner rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24231.286975999999,Rotations complete,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24231.304,Mask Sound ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24231.304992000001,NosePokes & CueTone OFF,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24231.309984,Start Trial,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24231.309984,Rotating nosepoke,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24231.312000000002,Start mismatch rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24232.328000000001,Performing outer rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24238.697983999999,Target zone available (X Y : 935 463 - Radius : 150),ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24241.364991999999,Target zone triggered,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24241.366976000001,Await poke - Cue Tone ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24245.252,"Poke: {Success=True, ChosenPort=15, CorrectPort=15-}",ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24245.252992000002,Reward at 15,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24245.253983999999,Pump ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24245.516992000001,Performing inner rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24245.518975999999,Rotations complete,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24245.541984,Mask Sound ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24245.544000000002,NosePokes & CueTone OFF,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24245.548992,Start Trial,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24245.548992,Rotating nosepoke,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24245.550975999999,Start mismatch rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24246.560991999999,Performing outer rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24252.098976000001,Target zone available (X Y : 661 608 - Radius : 150),ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24254.716992000001,Target zone triggered,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24254.717983999999,Await poke - Cue Tone ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24256.870975999998,"Poke: {Success=True, ChosenPort=15, CorrectPort=15-}",ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24256.872992000001,Reward at 15,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24256.873984000002,Pump ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24257.128000000001,Performing inner rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24257.129983999999,Rotations complete,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24257.148000000001,Mask Sound ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24257.149984,NosePokes & CueTone OFF,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24257.154976000002,Start Trial,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24257.154976000002,Rotating nosepoke,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24257.155999999999,Start mismatch rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24258.160992000001,Performing outer rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24263.848991999999,Target zone available (X Y : 705 417 - Radius : 150),ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24264.414976,Target zone triggered,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24264.416000000001,Await poke - Cue Tone ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24267.328000000001,"Poke: {Success=True, ChosenPort=15, CorrectPort=15-}",ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24267.328991999999,Reward at 15,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24267.329984,Pump ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24267.593983999999,Performing inner rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24267.594976,Rotations complete,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24267.610976,Mask Sound ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24267.616991999999,NosePokes & CueTone OFF,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24267.622496,Start Trial,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24267.622496,Rotating nosepoke,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24267.624,Start mismatch rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24268.632991999999,Performing outer rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24274.011999999999,Target zone available (X Y : 858 533 - Radius : 150),ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24274.266975999999,Target zone triggered,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24274.268,Await poke - Cue Tone ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24276.452000000001,"Poke: {Success=True, ChosenPort=15, CorrectPort=15-}",ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24276.453984,Reward at 15,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24276.453984,Pump ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24276.706976000001,Performing inner rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24276.707999999999,Rotations complete,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24276.727999999999,Mask Sound ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24276.728992,NosePokes & CueTone OFF,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24276.734496000001,Start Trial,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24276.734496000001,Rotating nosepoke,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24276.734976,Start mismatch rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24277.741984,Performing outer rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24285.601984000001,Target zone available (X Y : 901 634 - Radius : 150),ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24287.968991999998,Target zone triggered,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24287.969983999999,Await poke - Cue Tone ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24291.360992000002,"Poke: {Success=True, ChosenPort=15, CorrectPort=15-}",ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24291.362976,Reward at 15,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24291.364000000001,Pump ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24291.619999999999,Performing inner rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24291.621984000001,Rotations complete,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24291.639999999999,Mask Sound ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24291.640992000001,NosePokes & CueTone OFF,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24291.646976,Start Trial,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24291.646976,Rotating nosepoke,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24291.648000000001,Start mismatch rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24292.654976000002,Performing outer rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24300.208992,Target zone available (X Y : 837 811 - Radius : 150),ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24328.065984000001,Target zone triggered,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24328.067999999999,Await poke - Cue Tone ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24331.088,"Poke: {Success=True, ChosenPort=15, CorrectPort=15-}",ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24331.088992000001,Reward at 15,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24331.089983999998,Pump ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24331.357983999998,Performing inner rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24331.358976,Rotations complete,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24331.380991999999,Mask Sound ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24331.381984,NosePokes & CueTone OFF,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24331.387999999999,Start Trial,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24331.387999999999,Rotating nosepoke,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24331.388992,Start mismatch rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24332.401984,Performing outer rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24338.353984000001,Target zone available (X Y : 1085 515 - Radius : 150),ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24342.265984000001,Target zone triggered,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24342.266975999999,Await poke - Cue Tone ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24346.151488,"Poke: {Success=True, ChosenPort=15, CorrectPort=15-}",ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24346.152480000001,Reward at 15,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24346.152991999999,Pump ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24346.419999999998,Performing inner rotations,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24346.420991999999,Rotations complete,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24346.439999999999,Mask Sound ON,ExperimentEvents_1904-01-01T060000Z.csv
NoSoundCue,24346.440992,NosePokes & CueTone OFF,ExperimentEvents_1904-01-01T060000Z.csv
